source_record_id,page,table_index,row_index,in_previous_257,cells_json,coverage_start,coverage_end_exclusive,coverage_status
dilma_rousseff:1:1,dilma_rousseff,1,1,True,"[""Advocacia-Geral da União"", """", ""Luís Inácio Adams"", ""—"", ""1º de janeiro de 2015"", ""3 de março de 2016"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:2,dilma_rousseff,1,2,True,"[""Advocacia-Geral da União"", """", ""José Eduardo Cardozo"", ""PT"", ""3 de março de 2016"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 34 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:3,dilma_rousseff,1,3,True,"[""Ministério da Agricultura, Pecuária e Abastecimento"", """", ""Kátia Abreu"", ""MDB"", ""1º de janeiro de 2015"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:4,dilma_rousseff,1,4,True,"[""Secretaria de Assuntos Estratégicos"", """", ""Marcelo Neri"", ""—"", ""1º de janeiro de 2015"", ""5 de fevereiro de 2015"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:5,dilma_rousseff,1,5,True,"[""Secretaria de Assuntos Estratégicos"", """", ""Roberto Mangabeira Unger"", ""—"", ""5 de fevereiro de 2015"", ""14 de setembro de 2015"", ""[ 35 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:6,dilma_rousseff,1,6,True,"[""Secretaria de Assuntos Estratégicos"", """", ""Vitor Pinto Chaves"", ""—"", ""14 de setembro de 2015"", ""2 de outubro de 2015 (secretaria extinta)"", ""[ 36 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:7,dilma_rousseff,1,7,True,"[""Secretaria de Aviação Civil"", """", ""Eliseu Padilha"", ""MDB"", ""1º de janeiro de 2015"", ""4 de dezembro de 2015 (renunciou ao cargo)"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:8,dilma_rousseff,1,8,True,"[""Secretaria de Aviação Civil"", """", ""Guilherme Walder Mora Ramalho"", ""—"", ""7 de dezembro de 2015 (interino)"", ""17 de março de 2016"", ""[ 37 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:9,dilma_rousseff,1,9,True,"[""Secretaria de Aviação Civil"", """", ""Mauro Lopes"", ""MDB"", ""17 de março de 2016"", ""18 de abril de 2016 (demitido do cargo)"", ""[ 38 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:10,dilma_rousseff,1,10,True,"[""Secretaria de Aviação Civil"", """", ""Guilherme Walder Mora Ramalho"", ""—"", ""18 de abril de 2016 (interino)"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 39 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:11,dilma_rousseff,1,11,True,"[""Presidente do Banco Central do Brasil"", """", ""Alexandre Tombini"", ""—"", ""1º de janeiro de 2015"", ""—"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:12,dilma_rousseff,1,12,True,"[""Casa Civil"", """", ""Aloizio Mercadante"", ""PT"", ""1º de janeiro de 2015"", ""2 de outubro de 2015"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:13,dilma_rousseff,1,13,True,"[""Casa Civil"", """", ""Jaques Wagner"", ""PT"", ""2 de outubro de 2015"", ""16 de março de 2016"", ""[ 36 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:14,dilma_rousseff,1,14,False,"[""Casa Civil"", """", ""Luiz Inácio Lula da Silva"", ""PT"", ""17 de março de 2016"", ""18 de março de 2016 (nomeação suspensa pelo STF)"", ""[ 40 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:15,dilma_rousseff,1,15,True,"[""Casa Civil"", """", ""Eva Chiavon"", ""PT"", ""22 de março de 2016 (interina)"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 41 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:16,dilma_rousseff,1,16,True,"[""Ministério da Ciência, Tecnologia e Inovação"", """", ""Aldo Rebelo"", ""PCdoB"", ""1º de janeiro de 2015"", ""2 de outubro de 2015"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:17,dilma_rousseff,1,17,True,"[""Ministério da Ciência, Tecnologia e Inovação"", """", ""Celso Pansera"", ""MDB"", ""2 de outubro de 2015"", ""14 de abril de 2016 (renunciou ao cargo)"", ""[ 36 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:18,dilma_rousseff,1,18,True,"[""Ministério da Ciência, Tecnologia e Inovação"", """", ""Emília Maria Silva Ribeiro Curi"", ""—"", ""14 de abril de 2016"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", """"]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:19,dilma_rousseff,1,19,True,"[""Ministério das Cidades"", """", ""Gilberto Kassab"", ""PSD"", ""1º de janeiro de 2015"", ""15 de abril de 2016"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:20,dilma_rousseff,1,20,True,"[""Ministério das Cidades"", """", ""Inês da Silva Magalhães"", ""—"", ""15 de abril de 2016"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", """"]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:21,dilma_rousseff,1,21,True,"[""Secretaria de Comunicação Social"", """", ""Thomas Traumann"", ""PSD"", ""1º de janeiro de 2015"", ""25 de março de 2015"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:22,dilma_rousseff,1,22,True,"[""Secretaria de Comunicação Social"", """", ""Edinho Silva"", ""PT"", ""31 de março de 2015"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 42 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:23,dilma_rousseff,1,23,True,"[""Ministério das Comunicações"", """", ""Ricardo Berzoini"", ""PT"", ""1º de janeiro de 2015"", ""2 de outubro de 2015"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:24,dilma_rousseff,1,24,True,"[""Ministério das Comunicações"", """", ""André Figueiredo"", ""PDT"", ""2 de outubro de 2015"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 36 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:25,dilma_rousseff,1,25,True,"[""Controladoria-Geral da União"", """", ""Valdir Moysés Simão"", ""—"", ""1º de janeiro de 2015"", ""21 de dezembro de 2015"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:26,dilma_rousseff,1,26,True,"[""Controladoria-Geral da União"", """", ""Carlos Higino Ribeiro de Alencar"", ""—"", ""21 de dezembro de 2015 (interino)"", ""29 de fevereiro de 2016"", ""[ 36 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:27,dilma_rousseff,1,27,True,"[""Controladoria-Geral da União"", """", ""Luiz Navarro de Britto"", ""—"", ""29 de fevereiro de 2016"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", """"]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:28,dilma_rousseff,1,28,True,"[""Ministério da Cultura"", """", ""Juca Ferreira"", ""PT"", ""1º de janeiro de 2015"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:29,dilma_rousseff,1,29,True,"[""Ministério da Defesa"", """", ""Jaques Wagner"", ""PT"", ""1º de janeiro de 2015"", ""2 de outubro de 2015"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:30,dilma_rousseff,1,30,True,"[""Ministério da Defesa"", """", ""Aldo Rebelo"", ""PCdoB"", ""2 de outubro de 2015"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 36 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:31,dilma_rousseff,1,31,True,"[""Ministério do Desenvolvimento Agrário"", """", ""Patrus Ananias"", ""PT"", ""1º de janeiro de 2015"", ""14 de abril de 2016"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:32,dilma_rousseff,1,32,True,"[""Ministério do Desenvolvimento Agrário"", """", ""Maria Fernanda Ramos Coelho"", ""—"", ""14 de abril de 2016 (interina)"", ""19 de abril de 2016"", ""[ 43 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:33,dilma_rousseff,1,33,True,"[""Ministério do Desenvolvimento Agrário"", """", ""Patrus Ananias"", ""PT"", ""19 de abril de 2016"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 43 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:34,dilma_rousseff,1,34,True,"[""Ministério do Desenvolvimento, Indústria e Comércio Exterior"", """", ""Armando Monteiro"", ""PTB"", ""1º de janeiro de 2015"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:35,dilma_rousseff,1,35,True,"[""Ministério do Desenvolvimento Social e Combate à Fome"", """", ""Tereza Campello"", ""PT"", ""1º de janeiro de 2015"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:36,dilma_rousseff,1,36,True,"[""Secretaria de Direitos Humanos"", """", ""Ideli Salvatti"", ""PT"", ""1º de janeiro de 2015"", ""16 de abril de 2015"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:37,dilma_rousseff,1,37,True,"[""Secretaria de Direitos Humanos"", """", ""Pepe Vargas"", ""PT"", ""16 de abril de 2015"", ""2 de outubro de 2015 (secretaria transformada em Ministério da Mulher, da Família e dos Direitos Humanos)"", ""[ 44 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:38,dilma_rousseff,1,38,True,"[""Secretaria de Direitos Humanos"", """", ""Nilma Lino Gomes"", ""—"", ""2 de outubro de 2015"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 36 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:39,dilma_rousseff,1,39,True,"[""Ministério da Educação"", """", ""Cid Gomes"", ""PDT"", ""1º de janeiro de 2015"", ""18 de março de 2015"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:40,dilma_rousseff,1,40,True,"[""Ministério da Educação"", """", ""Luiz Cláudio Costa"", ""—"", ""18 de março de 2015 (interino)"", ""6 de abril de 2015"", """"]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:41,dilma_rousseff,1,41,True,"[""Ministério da Educação"", """", ""Renato Janine Ribeiro"", ""—"", ""6 de abril de 2015"", ""30 de setembro de 2015"", ""[ 45 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:42,dilma_rousseff,1,42,True,"[""Ministério da Educação"", """", ""Aloizio Mercadante"", ""PT"", ""2 de outubro de 2015"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 36 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:43,dilma_rousseff,1,43,True,"[""Ministério do Esporte"", """", ""George Hilton"", ""REPU"", ""1º de janeiro de 2015"", ""23 de março de 2016"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:44,dilma_rousseff,1,44,True,"[""Ministério do Esporte"", """", ""Ricardo Leyser"", ""PCdoB"", ""31 de março de 2016"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 46 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:45,dilma_rousseff,1,45,True,"[""Ministério da Fazenda"", """", ""Joaquim Levy"", ""—"", ""1º de janeiro de 2015"", ""18 de dezembro de 2015"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:46,dilma_rousseff,1,46,True,"[""Ministério da Fazenda"", """", ""Nelson Barbosa"", ""—"", ""18 de dezembro de 2015"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 36 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:47,dilma_rousseff,1,47,True,"[""Gabinete de Segurança Institucional"", """", ""José Elito Carvalho Siqueira"", ""—"", ""1º de janeiro de 2015"", ""2 de outubro de 2015 (secretaria incorporada a Secretaria de Governo do Brasil)"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:48,dilma_rousseff,1,48,True,"[""Secretaria de Políticas de Promoção da Igualdade Racial"", """", ""Nilma Lino Gomes"", ""—"", ""1º de janeiro de 2015"", ""2 de outubro de 2015 (secretaria incorporada ao Ministério da Mulher, da Família e dos Direitos Humanos)"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:49,dilma_rousseff,1,49,True,"[""Ministério da Integração Nacional"", """", ""Gilberto Occhi"", ""PP"", ""1º de janeiro de 2015"", ""13 de abril de 2016 (renunciou ao cargo)"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:50,dilma_rousseff,1,50,True,"[""Ministério da Integração Nacional"", """", ""Josélio de Andrade Moura"", ""—"", ""13 de abril de 2016 (interino)"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 47 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:51,dilma_rousseff,1,51,True,"[""Ministério da Justiça"", """", ""José Eduardo Cardozo"", ""PT"", ""1º de janeiro de 2015"", ""3 de março de 2016"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:52,dilma_rousseff,1,52,False,"[""Ministério da Justiça"", """", ""Wellington César Lima e Silva"", ""—"", ""3 de março de 2016"", ""14 de março de 2016 (nomeação suspensa pelo STF)"", ""[ 48 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:53,dilma_rousseff,1,53,True,"[""Ministério da Justiça"", """", ""Eugênio Aragão"", ""—"", ""14 de março de 2016"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 49 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:54,dilma_rousseff,1,54,True,"[""Ministério do Meio Ambiente"", """", ""Izabella Teixeira"", ""—"", ""1º de janeiro de 2015"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:55,dilma_rousseff,1,55,True,"[""Secretaria da Micro e Pequena Empresa"", """", ""Guilherme Afif Domingos"", ""PSD"", ""1º de janeiro de 2015"", ""2 de outubro de 2015 (secretaria incorporada a Secretaria de Governo do Brasil)"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:56,dilma_rousseff,1,56,True,"[""Ministério de Minas e Energia"", """", ""Eduardo Braga"", ""MDB"", ""1º de janeiro de 2015"", ""20 de abril de 2016 (renunciou ao cargo)"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:57,dilma_rousseff,1,57,True,"[""Ministério de Minas e Energia"", """", ""Marco Antônio Martins Almeida"", ""—"", ""20 de abril de 2016"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:58,dilma_rousseff,1,58,True,"[""Ministério da Pesca e Aquicultura"", """", ""Helder Barbalho"", ""MDB"", ""1º de janeiro de 2015"", ""2 de outubro de 2015 (ministério incorporada ao Ministério da Agricultura, Pecuária e Abastecimento)"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:59,dilma_rousseff,1,59,True,"[""Ministério do Planejamento, Orçamento e Gestão"", """", ""Nelson Barbosa"", ""—"", ""1º de janeiro de 2015"", ""18 de dezembro de 2015"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:60,dilma_rousseff,1,60,True,"[""Ministério do Planejamento, Orçamento e Gestão"", """", ""Valdir Moysés Simão"", ""—"", ""21 de dezembro de 2015"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 36 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:61,dilma_rousseff,1,61,True,"[""Secretaria de Políticas para as Mulheres"", """", ""Eleonora Menicucci"", ""PT"", ""1º de janeiro de 2015"", ""2 de outubro de 2015 (secretaria incorporada ao Ministério da Mulher, da Família e dos Direitos Humanos)"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:62,dilma_rousseff,1,62,True,"[""Secretaria Nacional dos Portos"", """", ""Edson Coelho Araújo"", ""MDB"", ""1º de janeiro de 2015"", ""2 de outubro de 2015"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:63,dilma_rousseff,1,63,True,"[""Secretaria Nacional dos Portos"", """", ""Helder Barbalho"", ""MDB"", ""2 de outubro de 2015"", ""20 de abril de 2016 (renunciou ao cargo)"", ""[ 36 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:64,dilma_rousseff,1,64,True,"[""Secretaria Nacional dos Portos"", """", ""Maurício Muniz Barreto de Carvalho"", ""—"", ""20 de abril de 2016"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", """"]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:65,dilma_rousseff,1,65,True,"[""Ministério da Previdência Social"", """", ""Carlos Eduardo Gabas"", ""PT"", ""1º de janeiro de 2015"", ""2 de outubro de 2015 (ministério incorporada ao Ministério do Trabalho e Previdência Social)"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:66,dilma_rousseff,1,66,True,"[""Ministério das Relações Exteriores"", """", ""Mauro Vieira"", ""—"", ""1º de janeiro de 2015"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:67,dilma_rousseff,1,67,True,"[""Secretaria de Relações Institucionais"", """", ""Pepe Vargas"", ""PT"", ""1º de janeiro de 2015"", ""7 de abril de 2015 (secretaria extinta)"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:68,dilma_rousseff,1,68,True,"[""Ministério da Saúde"", """", ""Arthur Chioro"", ""PT"", ""1º de janeiro de 2015"", ""1 de outubro de 2015"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:69,dilma_rousseff,1,69,True,"[""Ministério da Saúde"", """", ""Marcelo Castro"", ""MDB"", ""1 de outubro de 2015"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 36 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:70,dilma_rousseff,1,70,True,"[""Secretaria-Geral da Presidência"", """", ""Miguel Rossetto"", ""PT"", ""1º de janeiro de 2015"", ""2 de outubro de 2015 (secretaria transformada em Secretaria de Governo do Brasil)"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:71,dilma_rousseff,1,71,True,"[""Secretaria-Geral da Presidência"", """", ""Ricardo Berzoini"", ""PT"", ""2 de outubro de 2015"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 36 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:72,dilma_rousseff,1,72,True,"[""Ministério do Trabalho e Emprego"", """", ""Manoel Dias"", ""PDT"", ""1º de janeiro de 2015"", ""2 de outubro de 2015 (ministério transformado em Ministério do Trabalho e Previdência Social)"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:73,dilma_rousseff,1,73,True,"[""Ministério do Trabalho e Emprego"", """", ""Miguel Rossetto"", ""PT"", ""2 de outubro de 2015"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 36 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:74,dilma_rousseff,1,74,True,"[""Ministério dos Transportes"", """", ""Antonio Carlos Rodrigues"", ""PL"", ""1º de janeiro de 2015"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:75,dilma_rousseff,1,75,True,"[""Ministério do Turismo"", """", ""Vinicius Lages"", ""—"", ""1º de janeiro de 2015"", ""16 de abril de 2015"", ""[ 1 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:76,dilma_rousseff,1,76,True,"[""Ministério do Turismo"", """", ""Henrique Eduardo Alves"", ""MDB"", ""16 de abril de 2015"", ""28 de março de 2016 (renunciou ao cargo)"", ""[ 50 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:77,dilma_rousseff,1,77,True,"[""Ministério do Turismo"", ""Ficheiro:Alberto-alves.jpg"", ""Alberto Alves"", ""—"", ""28 de março de 2016 (interino)"", ""21 de abril de 2016"", """"]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
dilma_rousseff:1:78,dilma_rousseff,1,78,True,"[""Ministério do Turismo"", """", ""Alessandro Teixeira"", ""PT"", ""21 de abril de 2016"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", """"]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
michel_temer:0:1,michel_temer,0,1,True,"[""Advocacia-Geral da União"", """", ""Fábio Medina Osório"", ""-"", ""12 de maio de 2016 [ 2 ]"", ""9 de setembro de 2016""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
michel_temer:0:2,michel_temer,0,2,True,"[""Advocacia-Geral da União"", """", ""Grace Mendonça"", ""PSDB"", ""9 de setembro de 2016 [ 3 ]"", ""1º de janeiro de 2019""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
michel_temer:0:3,michel_temer,0,3,True,"[""Agricultura, Pecuária e Abastecimento"", """", ""Blairo Maggi"", ""PP"", ""12 de maio de 2016 [ 2 ]"", ""1 de janeiro de 2019""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
michel_temer:0:4,michel_temer,0,4,True,"[""Banco Central"", """", ""Ilan Goldfajn"", ""-"", ""9 de junho de 2016 [ 4 ]"", ""27 de fevereiro de 2019""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
michel_temer:0:5,michel_temer,0,5,True,"[""Casa Civil"", """", ""Eliseu Padilha"", ""MDB"", ""12 de maio de 2016 [ 2 ]"", ""1° de janeiro de 2019""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
michel_temer:0:6,michel_temer,0,6,True,"[""Cidades"", """", ""Bruno Araújo"", ""PSDB"", ""12 de maio de 2016 [ 2 ]"", ""13 de novembro de 2017""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
michel_temer:0:7,michel_temer,0,7,True,"[""Cidades"", """", ""Marco Aurélio de Queiroz Campos (Interino)"", ""-"", ""13 de novembro de 2017"", ""22 de novembro de 2017""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
michel_temer:0:8,michel_temer,0,8,True,"[""Cidades"", """", ""Alexandre Baldy"", ""PP"", ""22 de novembro de 2017 [ 5 ]"", ""31 de dezembro de 2018""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
michel_temer:0:9,michel_temer,0,9,True,"[""Ciência, Tecnologia, Inovações e Comunicações"", """", ""Gilberto Kassab"", ""PSD"", ""12 de maio de 2016 [ 2 ]"", ""1 de janeiro de 2019""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
michel_temer:0:10,michel_temer,0,10,True,"[""Cultura"", """", ""Marcelo Calero"", ""MDB"", ""24 de maio de 2016 [ 6 ]"", ""18 de novembro de 2016 [ 7 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
michel_temer:0:11,michel_temer,0,11,True,"[""Cultura"", """", ""Roberto Freire"", ""PPS"", ""23 de novembro de 2016"", ""22 de maio de 2017 [ 8 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
michel_temer:0:12,michel_temer,0,12,True,"[""Cultura"", """", ""João Batista de Andrade"", ""PPS"", ""22 de maio de 2017 [ 9 ]"", ""16 de junho de 2017""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
michel_temer:0:13,michel_temer,0,13,True,"[""Cultura"", """", ""Sérgio Sá Leitão"", ""-"", ""25 de julho de 2017"", ""31 de dezembro de 2018""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
michel_temer:0:14,michel_temer,0,14,True,"[""Direitos Humanos (Ministério criado em fevereiro 2017) [ 10 ]"", """", ""Luislinda Valois"", ""PSDB"", ""3 de fevereiro de 2017"", ""19 de fevereiro de 2018""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
michel_temer:0:15,michel_temer,0,15,True,"[""Direitos Humanos (Ministério criado em fevereiro 2017) [ 10 ]"", """", ""Gustavo Rocha"", ""-"", ""20 de fevereiro de 2018 [ 11 ]"", ""31 de dezembro de 2018""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
michel_temer:0:16,michel_temer,0,16,True,"[""Fiscalização, Transparência e Controladoria-Geral da União"", """", ""Fabiano Silveira"", ""-"", ""12 de maio de 2016 [ 2 ]"", ""30 de maio de 2016""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
