Governante;Data de entrada;Data de saída;Classificação;Ministérios;Partido da Pasta;Ministro;Data de entrada;Data de saída;Partido do Ministro
Lula 2;01/01/2007;01/01/2011;Secretaria;Relações Institucionais;PTB;José Múcio Monteiro;26/11/2007;28/09/2009;PTB
Lula 2;01/01/2007;01/01/2011;Secretaria;Relações Institucionais;PT;Alexandre Padilha;28/09/2009;31/12/2010;PT
Lula 2;01/01/2007;01/01/2011;Secretaria/Ministério;Aqüicultura e Pesca;PT;Altemir Gregolin;01/01/2007;31/12/2010;PT
Lula 2;01/01/2007;01/01/2011;Secretaria;Mulheres;PT;Nicéa Freire;01/01/2007;31/12/2010;PT
Lula 2;01/01/2007;01/01/2011;Secretaria;Igualdade Racial;PT;Matilde Ribeiro;01/01/2007;06/02/2008;PT
Lula 2;01/01/2007;01/01/2011;Secretaria;Igualdade Racial;PT;Édson Santos;20/02/2008;31/03/2010;PT
Lula 2;01/01/2007;01/01/2011;Secretaria;Igualdade Racial;PT;Eloi Ferreira Araújo;01/04/2010;31/12/2010;PT
Lula 2;01/01/2007;01/01/2011;Secretaria;Portos;PSB;Pedro Brito do Nascimento;15/05/2007;31/12/2010;PSB
Dilma 1;01/01/2011;01/01/2015;Órgão da PR;Casa Civil;PT;Antônio Palocci Filho;01/01/2011;07/06/2011;PT
Dilma 1;01/01/2011;01/01/2015;Órgão da PR;Casa Civil;PT;Gleisi Hoffmann;08/06/2011;03/02/2014;PT
Dilma 1;01/01/2011;01/01/2015;Órgão da PR;Casa Civil;PT;Aloízio Mercadante;03/02/2014;31/12/2014;PT
Dilma 1;01/01/2011;01/01/2015;Ministério;Justiça;PT;José Eduardo Cardozo;01/01/2011;31/12/2014;PT
Dilma 1;01/01/2011;01/01/2015;Ministério;Defesa;PMDB;Nelson Jobim;01/01/2011;04/08/2011;PMDB
Dilma 1;01/01/2011;01/01/2015;Ministério;Defesa;PT;Celso Amorim;04/08/2011;31/12/2014;PT
Dilma 1;01/01/2011;01/01/2015;Ministério;Relações Exteriores;sfp;Antônio Patriota;01/01/2011;26/08/2013;sfp
Dilma 1;01/01/2011;01/01/2015;Ministério;Relações Exteriores;sfp;Luiz Alberto Figueiredo Machado;26/08/2013;31/12/2014;sfp
Dilma 1;01/01/2011;01/01/2015;Ministério;Fazenda ;PT;Guido Mantega;01/01/2011;31/12/2014;PT
Dilma 1;01/01/2011;01/01/2015;Ministério;Transportes;PR;Alfredo Nascimento;01/01/2011;06/07/2011;PR
Dilma 1;01/01/2011;01/01/2015;Ministério;Transportes;ind;Paulo Sérgio Passos;07/07/2011;03/04/2013;PR
Dilma 1;01/01/2011;01/01/2015;Ministério;Transportes;PR;César Borges;03/04/2013;26/06/2014;PR
Dilma 1;01/01/2011;01/01/2015;Ministério;Transportes;PR;Paulo Sérgio Passos;26/06/2014;31/12/2014;PR
Dilma 1;01/01/2011;01/01/2015;Ministério;Agricultura, Pecuária e Abastecimento;PMDB;Wagner Rossi;01/01/2011;17/08/2011;PMDB
Dilma 1;01/01/2011;01/01/2015;Ministério;Agricultura, Pecuária e Abastecimento;PMDB;Mendes Ribeiro Filho;23/08/2011;16/03/2013;PMDB
Dilma 1;01/01/2011;01/01/2015;Ministério;Agricultura, Pecuária e Abastecimento;PMDB;Antônio Andrade;15/03/2013;17/03/2014;PMDB
Dilma 1;01/01/2011;01/01/2015;Ministério;Agricultura, Pecuária e Abastecimento;PMDB;Neri Geller;17/03/2014;31/12/2014;PMDB
Dilma 1;01/01/2011;01/01/2015;Ministério;Educação;PT;Fernando Haddad;01/01/2011;23/01/2012;PT
Dilma 1;01/01/2011;01/01/2015;Ministério;Educação;PT;Aloízio Mercadante;24/01/2012;02/02/2014;PT
Dilma 1;01/01/2011;01/01/2015;Ministério;Educação;PT;Henrique Paim;03/02/2014;31/12/2014;PT
Dilma 1;01/01/2011;01/01/2015;Ministério;Trabalho e Emprego;PDT;Carlos Lupi;01/01/2011;04/12/2011;PDT
Dilma 1;01/01/2011;01/01/2015;Ministério;Trabalho e Emprego;PDT;Paulo Roberto dos Santos Pinto (interino);05/12/2011;03/05/2012;PDT
Dilma 1;01/01/2011;01/01/2015;Ministério;Trabalho e Emprego;PDT;Brizola Neto;03/05/2012;15/03/2013;PDT
Dilma 1;01/01/2011;01/01/2015;Ministério;Trabalho e Emprego;PDT;Manoel Dias;15/03/2013;31/12/2014;PDT
Dilma 1;01/01/2011;01/01/2015;Ministério;Saúde;PT;Alexandre Padilha;01/01/2011;03/02/2014;PT
Dilma 1;01/01/2011;01/01/2015;Ministério;Saúde;PT;Arthur Chioro;03/02/2014;31/12/2014;PT
Dilma 1;01/01/2011;01/01/2015;Ministério;Desenvolvimento, Indústria e Comércio Exterior;PT;Fernando Pimentel;01/01/2011;13/02/2014;PT
Dilma 1;01/01/2011;01/01/2015;Ministério;Desenvolvimento, Indústria e Comércio Exterior;PT;Mauro Borges Lemos (interino);14/02/2014;31/12/2014;sfp
Dilma 1;01/01/2011;01/01/2015;Ministério;Minas e Energia;PMDB;Edison Lobão;01/01/2011;31/12/2014;PMDB
Dilma 1;01/01/2011;01/01/2015;Ministério;Planejamento, Orçamento e Gestão;PT;Miriam Belchior;01/01/2011;31/12/2014;sfp
Dilma 1;01/01/2011;01/01/2015;Ministério;Integração Nacional;PSB;Fernando Bezerra Coelho Filho;01/01/2011;01/10/2013;PSB
Dilma 1;01/01/2011;01/01/2015;Ministério;Integração Nacional;sfp;Francisco José Coelho Teixeira (interino);02/10/2013;31/12/2014;sfp
Dilma 1;01/01/2011;01/01/2015;Ministério;Comunicações;PT;Paulo Bernardo;01/01/2011;31/12/2014;PT
Dilma 1;01/01/2011;01/01/2015;Ministério;Previdência Social;PMDB;Garibaldi Alves Filho;01/01/2011;31/12/2014;PMDB
Dilma 1;01/01/2011;01/01/2015;Ministério;Meio Ambiente;sfp;Izabella Teixeira;01/01/2011;31/12/2014;sfp
Dilma 1;01/01/2011;01/01/2015;Ministério;Ciência, Tecnologia e Inovação;PT;Aloízio Mercadante;01/01/2011;24/01/2012;PT
Dilma 1;01/01/2011;01/01/2015;Ministério;Ciência, Tecnologia e Inovação;sfp;Marco Antônio Raupp;24/01/2012;17/03/2014;sfp
Dilma 1;01/01/2011;01/01/2015;Ministério;Ciência, Tecnologia e Inovação;sfp;Clelio Campolina Diniz;17/03/2014;31/12/2014;sfp
Dilma 1;01/01/2011;01/01/2015;Ministério;Cultura;sfp;Anna de Hollanda;01/01/2011;13/09/2012;sfp
Dilma 1;01/01/2011;01/01/2015;Ministério;Cultura;PT;Marta Suplicy;13/09/2012;13/11/2014;PT
Dilma 1;01/01/2011;01/01/2015;Ministério;Desenvolvimento Agrário;PT;Afonso Florence;01/01/2011;14/03/2012;PT
Dilma 1;01/01/2011;01/01/2015;Ministério;Desenvolvimento Agrário;PT;Pepe Vargas;14/03/2012;17/03/2014;PT
Dilma 1;01/01/2011;01/01/2015;Ministério;Desenvolvimento Agrário;PT;Miguel Rossetto;17/03/2014;31/12/2014;PT
Dilma 1;01/01/2011;01/01/2015;Ministério;Desenvolvimento Social e Combate à Fome;PT;Tereza Campello;01/01/2011;31/12/2014;PT
Dilma 1;01/01/2011;01/01/2015;Ministério;Esporte;PCdoB;Orlando Silva;01/01/2011;26/10/2011;PCdoB
Dilma 1;01/01/2011;01/01/2015;Ministério;Esporte;PCdoB;Aldo Rebelo;31/10/2011;31/12/2014;PCdoB
Dilma 1;01/01/2011;01/01/2015;Secretaria;Assuntos Estratégicos;PMDB;Moreira Franco;01/01/2011;15/03/2013;PMDB
Dilma 1;01/01/2011;01/01/2015;Secretaria;Assuntos Estratégicos;sfp;Marcelo Neri;22/03/2013;31/12/2014;sfp
Dilma 1;01/01/2011;01/01/2015;Ministério;Cidades;PP;Mário Negromonte;01/01/2011;02/02/2012;PP
Dilma 1;01/01/2011;01/01/2015;Ministério;Cidades;PP;Aguinaldo Ribeiro;02/02/2012;16/03/2014;PP
Dilma 1;01/01/2011;01/01/2015;Ministério;Cidades;PP;Gilberto Occhi;17/03/2014;31/12/2014;PP
Dilma 1;01/01/2011;01/01/2015;Ministério;Turismo;PMDB;Pedro Novais;01/01/2011;14/09/2011;PMDB
Dilma 1;01/01/2011;01/01/2015;Ministério;Turismo;PMDB;Gastão Vieira;14/09/2011;17/03/2014;PMDB
Dilma 1;01/01/2011;01/01/2015;Ministério;Turismo;PMDB;Vinicius Nobre Lages;17/03/2014;31/12/2014;PMDB
Dilma 1;01/01/2011;01/01/2015;Secretaria;Direitos Humanos;PT;Maria do Rosário;01/01/2011;01/04/2014;PT
Dilma 1;01/01/2011;01/01/2015;Secretaria;Direitos Humanos;PT;Ideli Salvatti;01/04/2014;31/12/2014;PT
Dilma 1;01/01/2011;01/01/2015;Secretaria;Secretaria-Geral (juventude);PT;Gilberto Carvalho;01/01/2011;31/12/2014;PT
Dilma 1;01/01/2011;01/01/2015;Secretaria;Relações Institucionais;PT;Luiz Sérgio;01/01/2011;13/06/2011;PT
Dilma 1;01/01/2011;01/01/2015;Secretaria;Relações Institucionais;PT;Ideli Salvatti;13/06/2011;01/04/2014;PT
Dilma 1;01/01/2011;01/01/2015;Secretaria;Relações Institucionais;PT;Ricardo Berzoini;01/04/2014;31/12/2014;PT
Dilma 1;01/01/2011;01/01/2015;Ministério;Pesca e Aquicultura;PT;Ideli Salvatti;01/01/2011;13/06/2011;PT
Dilma 1;01/01/2011;01/01/2015;Ministério;Pesca e Aquicultura;PT;Luiz Sérgio;13/06/2011;01/03/2012;PT
Dilma 1;01/01/2011;01/01/2015;Ministério;Pesca e Aquicultura;PRB;Marcelo Crivella;02/03/2012;17/03/2014;PRB
Dilma 1;01/01/2011;01/01/2015;Ministério;Pesca e Aquicultura;PRB;Eduardo Lopes;17/03/2014;31/12/2014;PRB
Dilma 1;01/01/2011;01/01/2015;Secretaria;Mulheres;PT;Iriny Lopes;01/01/2011;10/02/2012;PT
Dilma 1;01/01/2011;01/01/2015;Secretaria;Mulheres;PT;Eleonora Menicucci;10/02/2012;31/12/2014;PT
Dilma 1;01/01/2011;01/01/2015;Secretaria;Igualdade Racial;PT;Luiza Bairros;01/01/2011;31/12/2014;PT
Dilma 1;01/01/2011;01/01/2015;Secretaria;Portos;PSB;Leônidas Cristino;01/01/2011;03/10/2013;PSB
Dilma 1;01/01/2011;01/01/2015;Secretaria;Portos;sfp;Antonio Henrique Pinheiro Silveira (interino);04/10/2013;26/06/2014;sfp
Dilma 1;01/01/2011;01/01/2015;Secretaria;Portos;ind;César Borges;26/06/2014;31/12/2014;PR
Dilma 1;01/01/2011;01/01/2015;Secretaria;Aviação Civil;sfp;Wagner Bittencourt;18/03/2011;15/03/2013;sfp
Dilma 1;01/01/2011;01/01/2015;Secretaria;Aviação Civil;PMDB;Moreira Franco;15/03/2013;31/12/2014;PMDB
Dilma 1;01/01/2011;01/01/2015;Secretaria;Micro e Pequenas Empresas;PSD;Guilherme Afif Domingos;08/05/2013;31/12/2014;PSD
Dilma 2;01/01/2015;31/08/2016;Órgão da PR;Casa Civil;PT;Aloízio Mercadante;01/01/2015;05/10/2015;PT
Dilma 2;01/01/2015;31/08/2016;Órgão da PR;Casa Civil;PT;Jacques Wagner;05/10/2015;16/03/2016;PT
Dilma 2;01/01/2015;31/08/2016;Órgão da PR;Casa Civil;PT;Luís Inácio Lula da Silva;16/03/2016;18/03/2016;PT
Dilma 2;01/01/2015;31/08/2016;Órgão da PR;Casa Civil;PT;Eva Chiavon (interina);22/03/2016;11/05/2016;PT
Dilma 2;01/01/2015;31/08/2016;Ministério;Justiça;PT;José Eduardo Cardozo;01/01/2015;03/03/2016;PT
Dilma 2;01/01/2015;31/08/2016;Ministério;Justiça;PT;Wellington César Lima e Silva;03/03/2016;15/03/2016;sfp
Dilma 2;01/01/2015;31/08/2016;Ministério;Justiça;PT;Eugênio Aragão;17/03/2016;12/05/2016;sfp
Dilma 2;01/01/2015;31/08/2016;Ministério;Defesa;PT;Jacques Wagner;01/01/2015;02/10/2015;PT
Dilma 2;01/01/2015;31/08/2016;Ministério;Defesa;PCdoB;Aldo Rebelo;02/10/2015;12/05/2016;PCdoB
Dilma 2;01/01/2015;31/08/2016;Ministério;Relações Exteriores;sfp;Mauro Vieira;01/01/2015;12/05/2016;sfp
Dilma 2;01/01/2015;31/08/2016;Ministério;Fazenda ;sfp;Joaquim Levy;01/01/2015;21/12/2015;sfp
Dilma 2;01/01/2015;31/08/2016;Ministério;Fazenda ;sfp;Nelson Barbosa;21/12/2015;12/05/2016;sfp
Dilma 2;01/01/2015;31/08/2016;Ministério;Transportes;PR;Antônio Carlos Rodrigues;01/01/2015;12/05/2016;PR
Dilma 2;01/01/2015;31/08/2016;Ministério;Agricultura, Pecuária e Abastecimento;PMDB;Kátia Abreu;01/01/2015;30/03/2016;PMDB
Dilma 2;01/01/2015;31/08/2016;Ministério;Agricultura, Pecuária e Abastecimento;ind;Kátia Abreu;31/03/2016;12/05/2016;PMDB
Dilma 2;01/01/2015;31/08/2016;Ministério;Educação;ind;Cid Gomes;01/01/2015;18/03/2015;PROS
Dilma 2;01/01/2015;31/08/2016;Ministério;Educação;sfp;Renato Janine Ribeiro;06/04/2015;05/10/2015;sfp
Dilma 2;01/01/2015;31/08/2016;Ministério;Educação;PT;Aloízio Mercadante;05/10/2015;12/05/2016;PT
Dilma 2;01/01/2015;31/08/2016;Ministério;Trabalho e Emprego;PDT;Manoel Dias;01/01/2015;05/10/2015;PDT
Dilma 2;01/01/2015;31/08/2016;Ministério;Trabalho e Previdência Social;PT;Miguel Rossetto;05/10/2015;12/05/2016;PT
Dilma 2;01/01/2015;31/08/2016;Ministério;Saúde;PT;Arthur Chioro;01/01/2015;05/10/2015;PT
Dilma 2;01/01/2015;31/08/2016;Ministério;Saúde;PMDB;Marcelo Castro;05/10/2015;30/03/2016;PMDB
Dilma 2;01/01/2015;31/08/2016;Ministério;Saúde;ind;Marcelo Castro;31/03/2016;11/05/2016;PMDB
Dilma 2;01/01/2015;31/08/2016;Ministério;Desenvolvimento, Indústria e Comércio;PTB;Armando Monteiro;01/01/2015;16/03/2016;PTB
Dilma 2;01/01/2015;31/08/2016;Ministério;Desenvolvimento, Indústria e Comércio;ind;Armando Monteiro;17/03/2016;12/05/2016;PTB
Dilma 2;01/01/2015;31/08/2016;Ministério;Minas e Energia;PMDB;Eduardo Braga;01/01/2015;30/03/2016;PMDB
Dilma 2;01/01/2015;31/08/2016;Ministério;Minas e Energia;ind;Eduardo Braga;31/03/2016;22/04/2016;PMDB
Dilma 2;01/01/2015;31/08/2016;Ministério;Planejamento, Orçamento e Gestão;sfp;Nelson Barbosa;01/01/2015;21/12/2015;sfp
Dilma 2;01/01/2015;31/08/2016;Ministério;Planejamento, Orçamento e Gestão;sfp;Valdir Simão;21/12/2015;12/05/2016;sfp
Dilma 2;01/01/2015;31/08/2016;Ministério;Integração Nacional;PP;Gilberto Occhi;01/01/2015;13/04/2016;PP
Dilma 2;01/01/2015;31/08/2016;Ministério;Comunicações;PT;Ricardo Berzoini;01/01/2015;05/10/2015;PT
Dilma 2;01/01/2015;31/08/2016;Ministério;Comunicações;PDT;André Figueiredo;05/10/2015;12/05/2016;PDT
Dilma 2;01/01/2015;31/08/2016;Ministério;Previdência Social;PT;Carlos Eduardo Gabas;01/01/2015;05/10/2015;PT
Dilma 2;01/01/2015;31/08/2016;Ministério;Meio Ambiente;sfp;Izabella Teixeira;01/01/2015;12/05/2016;sfp
Dilma 2;01/01/2015;31/08/2016;Ministério;Ciência, Tecnologia e Inovação;PCdoB;Aldo Rebelo;01/01/2015;05/10/2015;PCdoB
Dilma 2;01/01/2015;31/08/2016;Ministério;Ciência, Tecnologia e Inovação;PMDB;Celso Pansera;05/10/2015;30/03/2016;PMDB
Dilma 2;01/01/2015;31/08/2016;Ministério;Ciência, Tecnologia e Inovação;ind;Celso Pansera;31/03/2016;14/04/2016;PMDB
Dilma 2;01/01/2015;31/08/2016;Ministério;Cultura;PT;Juca Ferreira;01/01/2015;12/05/2016;PT
Dilma 2;01/01/2015;31/08/2016;Ministério;Desenvolvimento Agrário;PT;Patrus Ananias;01/01/2015;12/05/2016;PT
Dilma 2;01/01/2015;31/08/2016;Ministério;Desenvolvimento Social e Combate à Fome;PT;Tereza Campello;01/01/2015;12/05/2016;PT
Dilma 2;01/01/2015;31/08/2016;Ministério;Esporte;PRB;George Hilton;01/01/2015;30/03/2016;PRB
Dilma 2;01/01/2015;31/08/2016;Ministério;Esporte;PCdoB;Ricardo Leyser (interino);31/03/2016;12/05/2016;PCdoB
Dilma 2;01/01/2015;31/08/2016;Secretaria;Assuntos Estratégicos;ind;Roberto Mangabeira Unger;05/02/2015;16/09/2015;PMDB
Dilma 2;01/01/2015;31/08/2016;Ministério;Cidades;PSD;Gilberto Kassab;01/01/2015;19/04/2016;PSD
Dilma 2;01/01/2015;31/08/2016;Ministério;Cidades;PT;Inês da Silva Magalhães;19/04/2016;12/05/2016;PT
Dilma 2;01/01/2015;31/08/2016;Ministério;Turismo;PMDB;Vinicius Nobre Lages;01/01/2015;16/04/2015;PMDB
Dilma 2;01/01/2015;31/08/2016;Ministério;Turismo;PMDB;Henrique Eduardo Alves;16/04/2015;30/03/2016;PMDB
Dilma 2;01/01/2015;31/08/2016;Ministério;Turismo;PT;Alessandro Golombiewski Teixeira;22/04/2016;12/05/2016;PT
Dilma 2;01/01/2015;31/08/2016;Secretaria;Direitos Humanos;PT;Ideli Salvatti;01/01/2015;10/04/2015;PT
Dilma 2;01/01/2015;31/08/2016;Secretaria;Direitos Humanos;PT;Pepe Vargas;10/04/2015;05/10/2015;PT
Dilma 2;01/01/2015;31/08/2016;Ministério;Direitos Humanos;sfp;Nilma Lino Gomes;05/10/2015;11/05/2016;sfp
Dilma 2;01/01/2015;31/08/2016;Secretaria;Secretaria-Geral (juventude);PT;Miguel Rossetto;01/01/2015;05/10/2015;PT
Dilma 2;01/01/2015;31/08/2016;Secretaria;Relações Institucionais;PT;Pepe Vargas;01/01/2015;10/04/2015;PT
Dilma 2;01/01/2015;31/08/2016;Secretaria;Governo;PT;Ricardo Berzoini;05/10/2015;12/05/2016;PT
Dilma 2;01/01/2015;31/08/2016;Ministério;Pesca e Aquicultura;PMDB;Helder Barbalho;01/01/2015;05/10/2015;PMDB
Dilma 2;01/01/2015;31/08/2016;Secretaria;Mulheres;PT;Eleonora Menicucci;01/01/2015;05/10/2015;PT
Dilma 2;01/01/2015;31/08/2016;Secretaria;Igualdade Racial;sfp;Nilma Lino Gomes;01/01/2015;05/10/2015;sfp
Dilma 2;01/01/2015;31/08/2016;Secretaria;Portos;PMDB;Edinho Araújo;01/01/2015;05/10/2015;PMDB
Dilma 2;01/01/2015;31/08/2016;Secretaria;Portos;PMDB;Helder Barbalho;05/10/2015;30/03/2016;PMDB
Dilma 2;01/01/2015;31/08/2016;Secretaria;Portos;ind;Helder Barbalho;31/03/2016;21/04/2016;PMDB
Dilma 2;01/01/2015;31/08/2016;Secretaria;Portos;sfp;Maurício Muniz Barreto de Carvalho;22/04/2016;11/05/2016;sfp
Dilma 2;01/01/2015;31/08/2016;Secretaria;Aviação Civil;PMDB;Eliseu Padilha;01/01/2015;09/12/2015;PMDB
Dilma 2;01/01/2015;31/08/2016;Secretaria;Aviação Civil;sfp;Guilherme Walder Mora Ramalho (interino);09/12/2015;15/03/2016;sfp
Dilma 2;01/01/2015;31/08/2016;Secretaria;Aviação Civil;PMDB;Mauro Lopes;16/03/2016;30/03/2016;PMDB
Dilma 2;01/01/2015;31/08/2016;Secretaria;Aviação Civil;ind;Mauro Lopes;31/03/2016;14/04/2016;PMDB
Dilma 2;01/01/2015;31/08/2016;Secretaria;Aviação Civil;PT;Carlos Eduardo Gabas;29/04/2016;11/05/2016;PT
Dilma 2;01/01/2015;31/08/2016;Secretaria;Micro e Pequenas Empresas;PSD;Guilherme Afif Domingos;01/01/2015;05/10/2015;PSD
Temer;31/08/2016;31/12/2018;Órgão da PR;Casa Civil;PMDB;Eliseu Padilha;12/05/2016;31/12/2018;PMDB
Temer;31/08/2016;31/12/2018;Ministério;Justiça e Cidadania;PSDB;Alexandre de Moraes;12/05/2016;22/02/2017;PSDB
Temer;31/08/2016;31/12/2018;Ministério;Justiça e Segurança Pública;PMDB;Osmar Serraglio;07/03/2017;31/05/2017;PMDB
Temer;31/08/2016;31/12/2018;Ministério;Justiça e Segurança Pública;sfp;Torquato Jardim;31/05/2017;31/12/2018;sfp
Temer;31/08/2016;31/12/2018;Ministério;Defesa;PPS;Raul Jungmann;12/05/2016;21/05/2017;PPS
Temer;31/08/2016;31/12/2018;Ministério;Defesa;ind;Raul Jungmann;22/05/2017;27/02/2018;PPS
Temer;31/08/2016;31/12/2018;Ministério;Defesa;sfp;Joaquim Silva e Luna;27/02/2018;31/12/2018;sfp
Temer;31/08/2016;31/12/2018;Ministério;Relações Exteriores;PSDB;José Serra;12/05/2016;22/02/2017;PSDB
Temer;31/08/2016;31/12/2018;Ministério;Relações Exteriores;PSDB;Aloysio Nunes;07/03/2017;29/11/2017;PSDB
Temer;31/08/2016;31/12/2018;Ministério;Relações Exteriores;ind;Aloysio Nunes;30/11/2017;31/12/2018;PSDB
Temer;31/08/2016;31/12/2018;Ministério;Fazenda ;ind;Henrique Meirelles;12/05/2016;06/04/2018;PSDB
Temer;31/08/2016;31/12/2018;Ministério;Fazenda ;sfp;Eduardo Guardia;10/04/2018;31/12/2018;sfp
Temer;31/08/2016;31/12/2018;Ministério;Transportes, Portos e Aviação Civil;PR;Maurício Quintella Lessa;12/05/2016;02/04/2018;PR
Temer;31/08/2016;31/12/2018;Ministério;Transportes, Portos e Aviação Civil;PR;Valter Casimiro Silveira;02/04/2018;31/12/2018;PR
Temer;31/08/2016;31/12/2018;Ministério;Agricultura, Pecuária e Abastecimento;PP;Blairo Maggi;12/05/2016;31/12/2018;PP
Temer;31/08/2016;31/12/2018;Ministério;Educação;DEM;Mendonça Filho;12/05/2016;06/04/2018;DEM
Temer;31/08/2016;31/12/2018;Ministério;Educação;DEM;Rossieli Soares;10/04/2018;31/12/2018;sfp
Temer;31/08/2016;31/12/2018;Ministério;Trabalho;PTB;Ronaldo Nogueira;12/05/2016;29/12/2017;PTB
Temer;31/08/2016;31/12/2018;Ministério;Trabalho;PTB;Helton Yomura;29/12/2017;05/07/2018;PTB
Temer;31/08/2016;31/12/2018;Ministério;Trabalho;sfp;Caio Luiz de Almeida Vieira de Mello;10/07/2018;31/12/2018;sfp
Temer;31/08/2016;31/12/2018;Ministério;Saúde;PP;Ricardo Barros;12/05/2016;01/04/2018;PP
Temer;31/08/2016;31/12/2018;Ministério;Saúde;PP;Gilberto Occhi;02/04/2018;31/12/2018;PP
Temer;31/08/2016;31/12/2018;Ministério;Indústria, Comércio Exterior e Serviços;PRB;Marcos Pereira;12/05/2016;05/01/2018;PRB
Temer;31/08/2016;31/12/2018;Ministério;Indústria, Comércio Exterior e Serviços;PRB;Marcos Jorge de Lima;05/01/2018;31/12/2018;PRB
Temer;31/08/2016;31/12/2018;Ministério;Minas e Energia;sfp;Marco Antônio Martins Almeida;22/04/2016;11/05/2016;sfp
Temer;31/08/2016;31/12/2018;Ministério;Minas e Energia;PSB;Fernando Bezerra Coelho Filho;12/05/2016;21/05/2017;PSB
Temer;31/08/2016;31/12/2018;Ministério;Minas e Energia;ind;Fernando Bezerra Coelho Filho;22/05/2017;06/04/2018;PSB
Temer;31/08/2016;31/12/2018;Ministério;Minas e Energia;PMDB;Moreira Franco;10/04/2018;31/12/2018;PMDB
Temer;31/08/2016;31/12/2018;Ministério;Planejamento, Desenvolvimento e Gestão;PMDB;Romero Jucá;12/05/2016;23/05/2016;PMDB
Temer;31/08/2016;31/12/2018;Ministério;Planejamento, Desenvolvimento e Gestão;PMDB;Dyogo Oliveira;23/05/2016;06/04/2018;sfp
Temer;31/08/2016;31/12/2018;Ministério;Planejamento, Desenvolvimento e Gestão;PMDB;Esteves Conalgo;10/04/2018;31/12/2018;sfp
Temer;31/08/2016;31/12/2018;Ministério;Integração Nacional;PMDB;Helder Barbalho;12/05/2016;06/04/2018;PMDB
Temer;31/08/2016;31/12/2018;Ministério;Integração Nacional;PMDB;Antônio de Pádua de Deus;10/04/2018;31/12/2018;PMDB
Temer;31/08/2016;31/12/2018;Ministério;Meio Ambiente;ind;Sarney Filho;12/05/2016;06/04/2018;PV
Temer;31/08/2016;31/12/2018;Ministério;Meio Ambiente;ind;Edson Duarte;06/04/2018;31/12/2018;PV
Temer;31/08/2016;31/12/2018;Ministério;Ciência, Tecnologia, Inovações e Comunicações;PSD;Gilberto Kassab;12/05/2016;31/12/2018;PSD
Temer;31/08/2016;31/12/2018;Ministério;Cultura;PMDB;Marcelo Calero;24/05/2016;22/11/2016;PMDB
Temer;31/08/2016;31/12/2018;Ministério;Cultura;PPS;Roberto Freire;23/11/2016;22/05/2017;PPS
Temer;31/08/2016;31/12/2018;Ministério;Cultura;sfp;João Batista de Andrade (interino);22/05/2017;24/07/2017;sfp
Temer;31/08/2016;31/12/2018;Ministério;Cultura;sfp;Sérgio Sá Leitão;25/07/2017;31/12/2018;sfp
Temer;31/08/2016;31/12/2018;Ministério;Desenvolvimento Social e Agrário;PMDB;Osmar Terra;12/05/2016;06/04/2018;PMDB
Temer;31/08/2016;31/12/2018;Ministério;Desenvolvimento Social e Agrário;PMDB;Alberto Beltrame;10/04/2018;31/12/2018;sfp
Temer;31/08/2016;31/12/2018;Ministério;Esporte;PMDB;Leonardo Picciani;12/05/2016;06/04/2018;PMDB
Temer;31/08/2016;31/12/2018;Ministério;Esporte;PMDB;Leandro Cruz Fróes da Silva;10/04/2018;31/12/2018;sfp
Temer;31/08/2016;31/12/2018;Ministério;Cidades;PSDB;Bruno Araújo;12/05/2016;13/11/2017;PSDB
Temer;31/08/2016;31/12/2018;Ministério;Cidades;PP;Alexandre Baldy;22/11/2017;31/12/2018;PP
Temer;31/08/2016;31/12/2018;Ministério;Turismo;PMDB;Henrique Eduardo Alves;12/05/2016;16/06/2016;PMDB
Temer;31/08/2016;31/12/2018;Ministério;Turismo;;Alberto Alves (interino);17/06/2016;05/10/2016;
Temer;31/08/2016;31/12/2018;Ministério;Turismo;PMDB;Marx Beltrão;05/10/2016;06/04/2018;PMDB
Temer;31/08/2016;31/12/2018;Ministério;Turismo;PMDB;Vinicius Lummertz;10/04/2018;31/12/2018;PMDB
Temer;31/08/2016;31/12/2018;Ministério;Direitos Humanos;PSDB;Luislinda Valois;03/02/2017;29/11/2017;PSDB
Temer;31/08/2016;31/12/2018;Ministério;Direitos Humanos;ind;Luislinda Valois;30/11/2017;19/02/2018;PSDB
Temer;31/08/2016;31/12/2018;Ministério;Direitos Humanos;sfp;Gustavo Rocha;20/02/2018;31/12/2018;sfp
Temer;31/08/2016;31/12/2018;Secretaria;Secretaria-Geral (mulheres e juventude);PMDB;Moreira Franco;01/11/2017;10/04/2018;PMDB
Temer;31/08/2016;31/12/2018;Secretaria;Secretaria-Geral (mulheres e juventude);ind;Ronaldo Fonseca;28/05/2018;31/12/2018;Podemos
Temer;31/08/2016;31/12/2018;Secretaria;Governo;PMDB;Geddel Vieira Lima;12/05/2016;25/11/2016;PMDB
Temer;31/08/2016;31/12/2018;Secretaria;Governo;PSDB;Antônio Imbassahy;03/02/2017;14/12/2017;PSDB
Temer;31/08/2016;31/12/2018;Secretaria;Governo;PMDB;Carlos Marun;15/12/2017;31/12/2018;PMDB
Temer;31/08/2016;31/12/2018;Ministério;Segurança Pública;ind;Raul Jungmann;27/02/2018;31/12/2018;PPS
Bolsonaro;01/01/2019;31/12/2022;Órgão da PR;Casa Civil;ind;Onyx Lorenzoni;01/01/2019;17/02/2020;DEM
